"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"4229","Pilani AtmaNirbhar Resource Center (PARC)(Pilani)","Others","15000","Pilani","Any","PROJECT-1: Evaluation of readily available and customizable Enterprise Resource Management (ERM) systems relating to NGOs and choosing the best one to meet the requirements of PARC to create a customized Stakeholder Engagement System (SES). The customized SES shall be web based and shall incorporate seamless integration to enable and work with the following functionalities, among others : 1. Stakeholder management – Alumni, donor, fundraiser, volunteer 2. Committee management 3. Email management 4. Event management 5. Email/SMS marketing 6. Social media integration 7. Website and payment gateway integration The SES shall be user friendly and shall also be integrated with G-suite for non-profits. The project shall also include testing and initial installation. Project domain : Information Technology Skills: IT system integration, Business process, Social sector engagement Project conception and execution IT project execution, Software testing, Management processes in Social sector
","PROJECT-1: -
","PROJECT-1: -
",
"4824","Pixxel (Syzygy Space Technologies Pvt. Ltd.)(Bangalore)","IT","30000","Bangalore","A7,","PROJECT-1: Pixxel builds and operates remote sensing earth observation satellites. After the satellites are built, they need to undergo a software-in-loop-simulation to validate them for further tests and launch. The candidate will work on development of such simulation software. Project domain Space Technology, Computer Science Skills: Object Oriented Programming, GUI Development, Version Control Documentation and debugging skills, clarity in communication Object Oriented Programming, Discrete Structures and Algorithms, Computer Architecture (optional) Development of simulation software that will be used to test and validate actual batches of satellites for further hardware testing and launch. • Brush with industry grade software version control and software development practices • Study of space and military grade software testing standards and practices • Work with an interesting mix of experienced scientists and a young enthusiastic team of space engineers.
PROJECT-2: Pixxel builds and operates remote sensing earth observation satellites. The high-quality image data is bulky, which is why with the very low power available on the satellite, it is important to compress it efficiently and in a lossless manner. In this project students will work on a novel image compression algorithm, optimize it for low power FPGAs and design space hardware around it. Furthermore, the board will be designed to provide for machine learning hardware capabilities to host image correction algorithms in the future. Project domain: Space Technology, Electronics Skills: Computer Architecture, Experience with FPGAs, Digital Signal Processing, Analog Electronics, Digital Electronics, System Verilog/VHDL, MATLAB Documentation and debugging skills, clarity in communication, hands-on experience with FPGAs and Circuit Design Digital Signal Processing, Embedded Systems (optional), Analog Electronics, Digital Electronics, Computer Architecture (optional), Power Electronics, Network Programming (optional) • Hands-on experience with design of space grade electronic hardware • Get to work with an interesting mix of experienced scientists and a young enthusiastic team of space engineers. • FPGA Programming and fault-tolerant circuit design according to Space/Military standards.
PROJECT-3: Pixxel builds and operates remote sensing earth observation satellites. The satellite experiences extreme temperatures and temperature gradients, throughout the orbit. A thermal engineer designs the thermal control systems with space grade insulators, reflectors, heaters, etc. The project shall be aimed to develop a Finite Element Model for the thermal analysis, conducting multiple iterations of the thermal analyses in TMG solver (space thermal module), and aid the thermal engineer in designing the control system. The project shall later also consist of devising a methodology for validating the results of the TMG numerical solver by carrying out simple analytical calculations in the aim of concluding that the solver results are acceptable. Furthermore, the project also involves off-topic tasks such as implementation, procurement, documentation and testing of thermal hardware as applicable. Project Domain : Space Technology, Mechanical Engineering, Thermal control systems Skills: Heat transfer, Differential equations, FEA formulation (mathematical modeling) Documentation and Communication Skills Heat Transfer, Numerical methods for heat transfer (optional), Material science • Second hand experience of designing a space system’s thermal control • Hands on experience of numerical modeling and analytical modeling of complex multi DOF system • Hands on experience of TMG solver (MAYA HTT, FEMAP/SIMCENTER) • Work with an interesting mix of experienced scientists and a young enthusiastic team of space engineers
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"4825","Pixxel (Syzygy Space Technologies Pvt. Ltd.) Tech(Bangalore)","IT","50000","Bangalore","A7,","PROJECT-1: Pixxel builds and operates remote sensing earth observation satellites while also working on satellite data analytics for its customers. As a part of this internship, the interns will work with our data analytics team towards the following: • Creating ML prototypes of solutions for customers along with Pixxel’s data science team. • Building a geospatial data analytics platform for our customers. Project domain : Geospatial Data Analytics, Data Science Skills: Python, OpenCV, Machine Learning Communication Neural Networks and Fuzzy Logic, Machine Learning, Computer Vision related courses.• GIS • Work with international PhDs and industry veterans in creating a large-scale industry grade data science solution for solving some of the world’s biggest problems.
","PROJECT-1: -
","PROJECT-1: -
",
"4815","Praktice.ai(Bangalore)","IT","10000","Bangalore","A1, A2, A3, A4, A7, AA,","PROJECT-1: Marketing of the AI abilities of the product as compared to the current market products. Linkedin marketing, Making marketing content based on through market analysis. Project domain : Marketing Skills: Prior product marketing experience, through market analysis, making excel graphs, Macro queries in excel, great presentation and UI skills. Problem solving aptitude Attention to details, good communication Adobe Creative suite course, B2B Content creation course, Macros in Excel sheet Must have a willingness to learn, passion for professional B2B Content, and problem solving than interest on holidays or being absent. Good Wifi and always communicable via the company channels on email or slack or phone. Advanced Market Analysis, Using Graphs and numbers to script great stories, making B2B content for Senior positions of Clients
PROJECT-2: Working on inhouse conversational framework, ML on improving the spell corrections, Named entity recognition, Python microservices, Crawlers and spiders, Advanced API Integration Project domain: Python Programming Skills: Python, NLTK, Regex Parsing, JSON, SQL, beautiful soup, SELENIUM Problem solving aptitude Attention to details, good communication Python programming, JSON Data structures, Postgresql Must have a willingness to learn, passion for better coding and problem solving than interest on holidays or being absent. Good Wifi and always communicable via the company channels on email or slack or phone. Advanced Python programming using Django, NLTK, Regex parsing, Redis Flush usage in Data storage and optimization, Speech Recognition algorithms improvement.
PROJECT-3: This project is about building react components to be used in our client user interface for delivering better user experience and usage for our clients. Building webrtc based projects on delivering a virtual communication interface for the users. Skills: React.Js, React Native, Web sockets, Redux, HTML and CSS styling, Socket.io Problem solving aptitude Attention to details, good communication Basics of React.Js, Web sockets, Redux, HTML and CSS styling, Socket.io Must have a willingness to learn, passion for better coding and problem solving than interest on holidays or being absent. Good Wifi and always communicable via the company channels on email or slack or phone. Working with websockets, react gui development for greater user experience,
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"4816","Psi Phi Global Solutions Pvt. Ltd., (OkCredit)(Bangalore)","IT","50000","Bangalore","A7, AA,","PROJECT-1: The projects will be on Front End Engg., Backend Engg., User Research, Product, Data Analytics, Data Science, Data Engg. Project domain: Development, Data Science, Analytics, Data Engg., Product Coding, OOPS, Basics on Data Structures and Algorithm Programming Language, Coding, OOPS
","PROJECT-1: -
","PROJECT-1: -
",
"2655","Pyrotech Electronics Pvt. Ltd.(Udaipur)","Electronics","","Udaipur","A3, A7, A8, AA,","PROJECT-1: Details Awaited
","PROJECT-1: -
","PROJECT-1: -
",
"722","Qubole(Bangalore)","IT","90000","Bangalore","A7,","PROJECT-1: The intern will get hands-on experience working on a massive data processing platform that processes many petabytes of data every month. Intern will get an opportunity to work on distributed systems to manage large clusters and work on internals of data processing systems like Hadoop, Hive, Presto, Spark, Middleware [ Big data applications], cloud platform.
","PROJECT-1: -
","PROJECT-1: -
",
"4848","Qzense labs Pvt. Ltd.(Bangalore)","Electronics","20000","Bangalore","A3,","PROJECT-1: The project is focused on understanding the agri produce. With IoT devices collecting real time data of commodity, huge dataset with rich information needs to be analyzed. Knowledge of basic statistics and machine learning is required. Project domain: Data Science + software development + IOT Skills: Communication skills should be good : Written and verbal Coder, Python, Statistics 1. AWS, MQTT and cloud experience required 2. Software development 3. Data structuring and machine learning experience 1. Understanding of various cloud storage system 2. Handling big data backend 3. Pre-processing of data for statistical analysis 4. Statistical analysis and AI
","PROJECT-1: -
","PROJECT-1: -
",
"581","Reflexis Systems India Pvt Ltd.(Pune)","IT","30000","Pune","Any A8 ,","PROJECT-1: Projects in Retail domain and skillset expected to execute the project are Mobile app development/framework development, Neural networking/ face recognition/ ML part, Automation part, Java, UI, database, Python, Machine learning
","PROJECT-1: Automation , Database , Java , Machine learning , Neural network , Phython
","PROJECT-1: COMPUTER PROGRAMMING I(A) , COMPUTER PROGRAMMING II(A)
",
"4115","Rupeek Fintech(Bangalore)","Finance and Mgmt","25000","Bangalore","A1, A2, A3, A4, A7, A8, AA, AB,","PROJECT-1: 1. Working with the gold loans category team on certain levers (to be decided closer to the internship depending on business needs) that could cover elements ranging from revenue, competition bench-marking, planning, new initiative design and roll-out etc. 2. Help the search engine marketing manager to streamline and automate bidding, keyword management on campaigns. Project domain 1. Business / Growth, 2. Digital Marketing Skills: 1. Sharp analytical skills, knowledge of programming languages like SQL, Python would be a bonus 2.Mathematical pattern matching, Excel 2.Writing scripts for automation 2.Basic coding courses 1.- End to end view of business at Rupeek - Learning core skills like planning, program management, data visualization etc. - Problem solving (hypothesis generation, data gathering, insight generation, solutioning) 2.Hands on experience in the field of digital marketing. 2. Problem solving on conversion funnels, required for product management roles 3. Working on marketing automation, the next big thing in marketing
","PROJECT-1: -
","PROJECT-1: -
",
"4219","Rupifi Non Tech(Bangalore)","Finance and Mgmt","15000","Bangalore","Any","PROJECT-1: 1. Identify a market and do market estimation 2.Build a strategy for the go-to-market 3.On-board initial customers Project Domain: Strategy,Analytics and Marketing
","PROJECT-1: -
","PROJECT-1: -
",
"4218","Rupifi Tech(Bangalore)","IT","30000","Bangalore","Any","PROJECT-1: Developing APIs and microservices for Lenders and Digital Aggregators Software Development, Machine Learning
","PROJECT-1: -
","PROJECT-1: -
",
"2998","Samsung Semiconductor India R&D Center-Hardware(Bangalore)","Electronics","50000","Bangalore","B4A3, B4A8, B5A3, B5A8,","PROJECT-1: Projects in any of the below mentioned domains : Analog and Digital design (RTL, Synthesis Layout) for CIS, PMIC, HI Speed Interface like PCIe, LPDDR4, SERDES, SATAe, NVMe, UFS and etc, Standard cell and Memory Compiler, PDK, Verification, layout, enabling fabrication on latest Nodes, Signal/Image processing with DSP, GPGPU, CPU-SIMD, solutions enabling & tuning on best/latest smartphone platforms. Details will be shared upon joining with the student directly as these are live projects. Students should have taken any course related to the Semiconductor industry – Digital / Analog / Embedded.
","PROJECT-1: Good Communication Skills
","PROJECT-1: -
",
"4001","Samsung Semiconductor India Research -Software(Bangalore)","Electronics","50000","Bangalore","B5A3, B5A7, B5A8,B4A3, B4A7, B4A8,","PROJECT-1: System Programming - Kernel, device drivers, Linux, Android, RTOS, WiFi, MODEM like GSM/GPRS/CDMA/3GPP/LTE(4G)/5G, IMS RCS, IOT Platform, TCP/IP, ADAS, NPU SW. Details will be shared upon joining with the student directly as these are live projects. Students should have taken any course related to the Semiconductor industry – Digital / Analog / Embedded / Computer Sc
","PROJECT-1: Good Communication Skills
","PROJECT-1: -
",
"592","SAP Labs(Bangalore)","IT","50000","Bangalore","","PROJECT-1: Systems Engineering
","PROJECT-1: -
","PROJECT-1: -
",
"4900","Saras Analytics - Nontech(Hyderabad)","Finance and Mgmt","20000","Hyderabad","A1, A2, A3, A4, A5, A7, A8, AA, AB, B1, B2, B3, B4, B5, C6, C7,","PROJECT-1: Analytics team at Saras helps e-commerce business grow by helping them take better business decisions in the field of marketing, website and merchandize. Project domain : E-Commerce Analytics Skills: Basics of SQL and Excel Excellent Communication Skills, both verbal and written Online courses on Power BI and Google Analytics Expected learning (in bullet points) • Business acumen: How e-commerce businesses operate, how different departments take business decisions and how analytics is used to enable data-driven decision making • Leadership communication: Participate and contribute to discussions with CXO’s of large e-commerce businesses • Strong foundation for a long and successful career in the field of analytics
","PROJECT-1: -
","PROJECT-1: -
",
"4901","Saras Analytics - Tech(Hyderabad)","IT","35000","Hyderabad","A7,","PROJECT-1: Daton is a SaaS product. It falls under the category of cloud data pipelines. Daton runs on Google Cloud and replicates data from a variety of systems into a cloud data warehouse. Project domain : SaaS Skills: Java, SQLGood communication skills Java, Distributed Computing, Algorithms, Data Structures Expected learning (in bullet points) • Components of software products • Distributed Computing • Front-end development • Java/Kotlin programming • SQL • Reactive programming
","PROJECT-1: -
","PROJECT-1: -
",
"593","Sattva Media & Consulting Pvt Ltd(Bangalore)","Finance and Mgmt","14000","Bangalore","B3, H149,","PROJECT-1: Project domain : Foundations Skills: Secondary Research, Problem solving, Data Analysis, Excel and PPT making ? Passionate and driven towards creating social impact ? Exceptional research skills ? Excellent written and oral communication skills ? Strong presentation skills with the ability to communicate complex ideas effectively ? Humility, willingness to listen and learn ? Self-driven, curious and adaptable personality with the ability to work independently ? Very strong inclination to work in the social consulting space ? Program Management ? Stakeholder Management ? Research Skills ? Team skills ? Problem solving
","PROJECT-1: -
","PROJECT-1: -
",
"4874","Sensum Research (Mumbai)","Finance and Mgmt","10000","Mumbai","Any","PROJECT-1: Analyst would be required to gather, interpret and use complex data we get from google analytics embedded on our products and will improve processes and optimise results. The analyst is required to deliver that information to management and use it to enhance the efficiency and effectiveness of our system and infrastructure to improve the product. Project domain Fintech Skills: Data analysis/review, Excel, Project management tool, Visual modeling, Business case development good communication skills, teamwork, adaptability, problem-solving, creativity, good work ethic ? Google analytics ? Client handling ? Marketing strategies ? Wireframing ? Python, R ? Campaign management ? various business analysis tools ? UML Modeling tools ? Database queries ? Working in fast-paced environment
PROJECT-2: This will involve working with operations team to complete independent projects and or provide support in the areas of trading execution, client dashboard handling, strategy deployment dashboard monitoring, business, Advanced outreach strategies, email marketing, converting clients to use algokart as well as client servicing and taking care of client needs and execution of the same. Project domain Fintech Operations Skills: Data analysis, Excel, project management skills, Presentation skills, MS Office, good communication skills, teamwork, adaptability, problem-solving, creativity, good work ethic ? Strategic analysis ? Business monitoring ? python, R ? Analytical softwares ? Risk analysis ? Cost-benefit analysis ? Data Models and database queries ? Client dashboard management ? Working in fast-paced environment
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4860","SequelOne Solutions Pvt Ltd(Gurgaon)","IT","25000","Gurgaon","Any","PROJECT-1: Website Development, Android / iOS app development for survey tool Project domain : IT Exposure to any of the following: - HTML / CSS / Javascript & PHP - SQL Server / NoSQL / AWS - Wordpress - Code Versioning (GIT) - Basic Graphic Design (Photoshop, Canva etc.) Able communicator, Self-Starter ? Web & App Development ? Opportunity to be coached by the leadership team ? Guidance from top Industry experts ? Exposure to Product Development Life Cycle along ? Exposure to multi-Country processes and Operations ? Exposure to cutting edge technologies like Artificial Intelligence, Chat Bots, Cloud based Solutions, H2RS on Mobile ? Multi Industry exposure ? Exposure to branding opportunities and Events
PROJECT-2: SaaS based HCM product for employee engagement & experience management Project domain : SaaS (HRTech) Basic knowledge of any of the following: ? Rasa / R programming / Python / SQL ? Libraries like Pyspark / tensorflow / Keras / matplotlib ? Data simulation, forward/backward simulation, predictive analytics algorithms ? Machine Learning Models ? Regression Analysis / Predictive Models & Algorithms ? ETL / Data Engineering / Machine Learning Models Able communicator, Self-Starter No No ? Exposure to data science deep learning methodologies ? Opportunity to be coached by the leadership team ? Guidance from top Industry experts ? Exposure to Product Development Life Cycle along ? Exposure to multi-Country processes and Operations ? Exposure to cutting edge technologies like Artificial Intelligence, Chat Bots, Cloud based Solutions, H2RS on Mobile ? Multi Industry exposure ? Exposure to branding opportunities and Events
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4864","ShortHills Tech Pvt Ltd(Nontech)(Gurgaon)","Finance and Mgmt","20000","Gurgaon","A7,","PROJECT-1: The key responsibilities will include but not be limited to- • Developing, implementing, and managing marketing campaigns that promote the products and services • Optimize portal pages for on-page SEO and off-page SEO • Create Facebook banners, YouTube content, Twitter content and other social media’s content as required • Create social media marketing strategy and campaign by creating the content idea, budget planning, and implementation schedules • Promote the brand’s products and services on various social media channels • Measure site traffic, identify and evaluate new digital technologies and optimize marketing campaigns, email marketing, social media, and display using web analytics tools Required Skills & Experience: • Minimum 85% marks in English in Class Xth and XIIth • Eye to Detail • Willing to work in Target-driven Atmosphere • Minimum one-year Experience as a Digital Marketing Specialist or Similar Role • Good knowledge of Photoshop, Final Cut Pro, Audacity or other media editing software • Able to Manage Content Marketing • Critical thinker and problem-solving skills • Team player • Good time-management skills • Great interpersonal and communication skills • Able to Analyze SEO Links to improve ranking and traffic • Able to Create Info-Graphic Image/Videos for Social Media Marketing
PROJECT-2: ShortHills Tech is looking for a competent and passionate Intern (International- Pre-Sales). The person will play a fundamental role to achieve the company&apos;s revenue growth objectives. The candidate will have to work for pre-sales in US, Canada, UK and Europe. They should be willing to work in a target driven environment. Major Duties and Responsibilities: • Research and develop prospect list using LinkedIn and Web research • Preparation of sales proposals, RFP and RFI responses as needed • Assist in development of business development related marketing collateral such as case studies and whitepapers • Miscellaneous Pre-Sales and Sales related activities
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"3790","ShortHills Tech Pvt. Ltd(Gurgaon)","IT","30000","Gurgaon","A7,","PROJECT-1: ShortHills Tech is implementing a technology product for US e-commerce market. It would involve training BOTs to analyze numerical/textual information and unstructured information freely available on various review sites/ blogs/ forums/ deal sites/vendors etc. and summarize and present this information to the users. The project entails the building and fine-tuning of the entire Data Pipeline including Data Science. Project domain : The Interns responsibilities will primarily be focused on the entire data chain - Data Engineering and Data Science. They would be required to understand and work on Data Engineering Technologies (Data Pipelines, Data Lakes, Cloud -primarily AWS) and on implementing and fine-tuning models for ML/AI/ NLP/NLG. The intern would be required to work right from extracting the information to the final display at the front end for the user. Skills: Python, Data Engineering, ML/AI, SQL, AWS English (Verbal and Written) Python the essential requirement of the profile
","PROJECT-1: -
","PROJECT-1: -
",
"4817","Sleepiz (India) Pvt. Ltd.(Pune)","Electronics","40000","Pune","AA,","PROJECT-1: Development of robust algorithms for vital signs estimation from doppler radar. In this project you will investigate strategies to estimate and characterize breathing and heartrate patterns for processing a doppler radar signal which is the key driver of innovation in the field of contactless sleep health monitoring. Furthermore, you will implement the best-performing algorithms in enterprise grade Python code. Project domain: Digital Signal Processing Skills: • Knowledge of signal and systems • Frequency domain algorithms • Time-series analysis • Strong mathematical foundation • Programming experience in Python • Knowledge of radar systems, doppler radar principles and operation of CW and FMCW radar are a plus. Strong communication and interpersonal skills, self-motivated, with a can-do attitude and high intellectual curiosity. • Digital Signal processing • Signal and Systems • Communication Systems • Electromagnetic Fields • Medical Instrumentation and Object Oriented Programming are a plus (not mandatory) Experience with machine learning algorithms is a plus. • Processing of time-series data. • Filtering and state estimation • Enterprise-level coding practices. • Coordination with an international and interdisciplinary team • Applying academic knowledge in impactful application • Contribute to cutting edge innovation in medical domain
PROJECT-2: In this project, you will work to develop and optimize distributed computing for an IOT application which connects the cloud infrastructure to the endpoint device and processes the data collected on the cloud. The entire infrastructure is based on a handpicked collection of opensource software offering great prospects of innovation. The specifics of the projects include: • Setup, maintain and scale the data pipeline which involves processing and storage of real-time data stream and time-series data. • Work towards scaling and optimizing our big data and cloud infrastructure to cater to our upcoming business needs. • Participate throughout the entire lifecycle of the software. • Build a world-class product in the Healthcare Industry and Medical Devices. Project domain: Big Data Skills: Understanding of distributed computing principles and ETL techniques and frameworks. Knowledge of parallel processing and NoSQL Database. Coding experience with Python and Java. Strong interpersonal skills, self-motivated, with a can-do attitude and high intellectual curiosity. Willing to learn new technologies and driven by challenge. • Distributed database systems • Cloud computing • Data storage technologies and networks • Data structure & algorithms • Database systems • Real Time-systems • Parallel Computing Good to have knowledge of open source technologies in big data domain like Apache Kafka and Apache Spark • Working with cutting edge technologies in big data like Apache Kafka, Spark, Kubernetes, etc. • Contributing in innovation of interfacing the IoT and Machine Learning in a scalable infrastructure. • Hands-on experience with NoSQL database. • Enterprise-level coding practices. • Coordination with an international and interdisciplinary team. • Applying academic knowledge in impactful application within the medical domain.
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4237","SmartHelio Sarl.(NOIDA)","IT","20000","NOIDA","A3, A7, AA,","PROJECT-1: Solar rooftops and renewable-powered distributed generation systems are expected to contribute more than any other electricity arrangement which will work in tandem with the extended grid and microgrid network. Before the electricity arrangement can expand by the degree required to deliver universal electricity access in a reliable and clean manner, there are several issues that need to be resolved. Foremost, the focus is on the areas of innovative, fast, precise and affordable monitoring and control of the system. This can give a huge boost to the viability of solar/renewable technology, & have strong positive effects on the drivers of their profitability – revenues, tariffs and costs. Strong monitoring capabilities also give confidence to investors and donors, along with enhancing the customer experience by improving the availability, reliability, and quality of supply and increasing convenience and information about usage. There are several issues like weather, shadowing, panel degradation, poor design, and usage of inferior material, which cause losses up to 50% of the production over the years. We are developing a low-cost, easy-to-install, high-tech monitoring solution that keeps users, owners, & service providers constantly up to date on the solar system’s performance, and ensures rapid maintenance & a continuous return on the investment. SmartHelio will monitor the solar panels, batteries & loads, run machine learning models for predictive analysis and generate intelligent business insights. It will also act as a smart meter & report solar energy usage to the service provider, which will help them in invoicing and revenue collection from the end-users in case of 3rd party-owned systems. Skills: For the hardware development 1. Thorough understanding and hands-on experience in developing IoT devices 2. In-depth knowledge of communication technology including GSM device management and programming 3. Hands-on experience of developing embedded devices using open source hardware and software tools 4. Comfortable with Embedded device programming and testing using ARDUINO and AVRDUDE 5. Experience with the complete electronics development process including electronics component sourcing, PCB design, PCB manufacturing, hardware assembly and testing For the Machine Learning and Cloud Platform Development 1. Experience with software development with one or more general programming languages (Java, C/C++, C#, Python, HTML, JavaScript, or Go) 2. Experience with architecting, developing, and maintaining cloud platforms with excellent working knowledge of platform as a service (PAAS) and software as a service (SAAS) on AZURE and AWS clouds 3. Experience with Server Backend Distributed and Parallel Systems, Full Stack Development (preferably backend), Scalable Enterprise Platforms and Applications, Data Base Management, and Machine Learning 4. Advanced working knowledge of application servers (Oracle WebLogic, IBM Websphere etc.), web servers (IIS, Apache) & databases (Oracle, SQL Server, MySQL etc.) 5. Excellent presentation and report writing skills 6. Passionate for utilizing engineering solutions against climate change in an affordable manner Learning: 1. Hands on experience on the Technical Product Development 2. A good understanding of the IoT & AI Products 3. Learn about the sustainability ecosystem and its global dynamics 4. Solar Rooftop ecosystem in contemporary Indian & European Market 5. Market and business strategies for the IoT products 6. An opportunity to work with the researchers from Switzerland (EPFL University) and participate in the global research conclaves 7. An opportunity to join our research team, on a full-time basis, in Switzerland
","PROJECT-1: -
","PROJECT-1: -
",
"4896","Spenny Pte. Ltd.(Bangalore)","Finance and Mgmt","15000","Bangalore","Any","PROJECT-1: You’ll be working directly with the CTO on Frontend / Backend development of the core product Project domain Software development Skills: Preferred: Node.JS, Express.JS, PostgreSQL, ReactJS, React Native, Redux, HTML, CSS, Git, GraphQL Excited to work in high growth startups, energetic, fast-learner Interest in Finance is a bonus Expected learning (in bullet points) - Developing a consumer facing fintech product - Developing an entrepreneurial mindset with a hands-on, get-stuff-done attitude - Honing real life technical skills required to be a great engineer
PROJECT-2: You’ll be working directly with the CTO on UI/UX designing & graphic designing of the core product Project domain Product designing Skills: Preferred: Photoshop, Figma, Sketch, AdobeXD Excited to work in high growth startups, energetic, fast-learner Expected learning (in bullet points) - Designing a consumer facing fintech product - Developing an entrepreneurial mindset with a hands-on, get-stuff-done attitude - Honing real life technical skills required to be a great designer
PROJECT-3: You’ll be working directly with the CEO on Finance & strategic development of the core product Project domain Finance & strategy Skills: Preferred: MS Excel, MS Powerpoint, Bloomberg, FactSet Excited to work in high growth startups, energetic, fast-learner None Interest in Investments & Wealth-tech startups is a bonus - Strategizing a consumer facing fintech product - Developing an entrepreneurial mindset with a hands-on, get-stuff-done attitude - Honing real life financial skills required to be a great analyst
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"3332","Sun Mobility(Bangalore)","IT","20000","Bangalore","A3, A8, AA,","PROJECT-1: Core Responsibilities (i) material Planning for Wheeler Battery, Wheeler Dock, MQiS (ii) Follow up and monitor on customer despatches on daily basis (iii) To create, generate and be responsible for MIS to track ECN and its on time implementation by coordinating with buyers Project Domain: To Assist Product Leader / Buyers Skills: to be expert in excel, PPT, MS word outlook (MS Office tools) Assertive in communication, manages and resolves conflict in an effective manner, Ability to read and understand engineering drawing, should be familiar with machanical & electrical aspects
PROJECT-2: Core Responsibilities (i) maintain and update inventory records (ii) Perform perpetual inventory counts by coordinating with other departments (iii) Generate daily MIS (includes material receipt, items under IQC & rejection) (iv) To understand current store procedure, implement efficient and accurate inventory management procedures. Project domain: Inventory management - SCM Skills: To be expert in Excel, ppt and MS word (MS Office tools) Assertive in communication, manages and resolves conflict in an effective manner, To be familiar with material management & inventory control
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4873","Symphony Concerto India Pvt. Ltd.(Bangalore)","IT","40000","Bangalore","A7,","PROJECT-1: The intern will work with team on software engineering tasks to build tools and pipelines for natural language processing with ml/dl an deploy DL models in production, and help build and validate models for information extraction from clinical notes. Intern will be mentored by world class team of data scientists and engineers while also having access to top clinical scientists. Project domain Machine learning engineering, healthcare, oncology, NLP, DL Skills: Strong computer science basics , intro course in ML, strong in python strong communication skills, clear thinker, can-do attitude courses with python programming, intro to data science/ml Machine learning pipelines at scale, NLP, cloud software
","PROJECT-1: -
","PROJECT-1: -
",
"3950","Synchrony(Hyderabad)","IT","35000","Hyderabad","A3, A7, A8, AA,","PROJECT-1: To establish internship/Fixed Term Employment programs by connecting with prospective colleges and universities. Partnering with them to drive innovation for SYF FINTECH and also impart corporate learnings and work experience for the students. Project Domain: Finance / Technology Programming Excellent Communication Skills Programming related courses - Dynamic work environment & amazing work culture - Opportunity to learn from the experts on various IT platforms - Professional development opportunities & personal growth. - Opportunity to work directly with the business catering to the high-end reporting and analytical needs. - Exposure to work with cross-functional teams and leverage state of the art tools
","PROJECT-1: -
","PROJECT-1: -
",
"2942","Synopsys India Pvt. Ltd.(Hyderabad)","Electronics","30000","Hyderabad","A3, A7, AA,","PROJECT-1: As a Hardware Engineer at NVIDIA you will design and implement the industry&apos;s leading Graphics, Video and Mobile Communications Processors. Specific areas include 2D and 3D graphics, mpeg, video, audio, network protocols, high-speed IO interfaces and bus protocols, and memory subsystem design. Project domain: ASIC / RTL DESIGN Skills: C, C++, Scripting languages such as Perl, Tcl/TK, Python. Unix knowledge and Shell programming. Good communication skills, passion to work on challenging tasks and ability to stretch beyond the given task C, C++, Scripting languages such as Perl, Tcl/TK, Python. Unix VLSI knowledge and Shell programming. Capability and interest to do Scripting and programming is a must for students
","PROJECT-1: -
","PROJECT-1: -
",
"4822","Takshila Learning Pvt. Ltd.(Delhi)","IT","20000","Delhi","A7,","PROJECT-1: Live is a video conferencing service that Takshila Learning is launching later in the year to facilitate student teacher interaction for an enhanced learning experience. The service will come bundled with additional tools that enable more interactive teaching. Project domain: Software development Skill set required to execute the project (technical): Web Development, mobile app development, data structures and algorithms, computer networks. *it is okay if the student does not possess all the required skills Other soft skills competencies required: The student needs to be an effective communicator. He/she should be capable of clearly documenting his/her work. Any specific courses that student should have taken: Data Structures and algorithms, any course in software engineering Any other requirements: Previous internship experience is a plus Expected learnings (in bullet points): 1. The student will get exposure to all aspects of the software development lifecycle - requirement engineering, software development, quality assurance, devops 2. The student will get to directly interact with the CXOs of the company. This will expose the student to aspects of business development outside software engineering 3. The student will have a very strong understanding of how video streaming/video conferencing works actually works by the end of the internship. 4. The student will learn how to build and deploy an application in production and all the challenges that come along with it
PROJECT-2: Takshila Learning is planning to launch a mobile application to serve as an additional medium of course delivery (along with the web application). The project will involve building an entire mobile application with a Learning Management System, e-commerce portal and a video conferencing service Project domain: Software development Skill set required to execute the project (technical): Web Development, mobile app development, data structures and algorithms, object oriented programming. *it is okay if the student does not possess all the required skills Other soft skills competencies required: The student needs to be an effective communicator. He/she should be capable of clearly documenting his/her work. Any specific courses that student should have taken: Data Structures and algorithms, any course in software engineering Any other requirements: Previous internship experience is a plus Expected learnings (in bullet points): 1. The student will get exposure to all aspects of the software development lifecycle - requirement engineering, software development, quality assurance 2. The student will get to directly interact with the CXOs of the company. This will expose the student to aspects of business development outside software engineering 3. The student will become extremely good at building mobile applications 4. The student will learn how to release an application and gather customer feedback based on that.
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
